"","sub_id","parcel_001","parcel_002","parcel_003","parcel_004","parcel_005","parcel_006","parcel_007","parcel_008","parcel_009","parcel_010","parcel_011","parcel_012","parcel_013","parcel_014","parcel_015","parcel_016","parcel_017","parcel_018","parcel_019","parcel_020","parcel_021","parcel_022","parcel_023","parcel_024","parcel_025","parcel_026","parcel_027","parcel_028","parcel_029","parcel_030","parcel_031","parcel_032","parcel_033","parcel_034","parcel_035","parcel_036","parcel_037","parcel_038","parcel_039","parcel_040","parcel_041","parcel_042","parcel_043","parcel_044","parcel_045","parcel_046","parcel_047","parcel_048","parcel_049","parcel_050","parcel_051","parcel_052","parcel_053","parcel_054","parcel_055","parcel_056","parcel_057","parcel_058","parcel_059","parcel_060","parcel_061","parcel_062","parcel_063","parcel_064","parcel_065","parcel_066","parcel_067","parcel_068","parcel_069","parcel_070","parcel_071","parcel_072","parcel_073","parcel_074","parcel_075","parcel_076","parcel_077","parcel_078","parcel_079","parcel_080","parcel_081","parcel_082","parcel_083","parcel_084","parcel_085","parcel_086","parcel_087","parcel_088","parcel_089","parcel_090","parcel_091","parcel_092","parcel_093","parcel_094","parcel_095","parcel_096","parcel_097","parcel_098","parcel_099","parcel_100","parcel_101","parcel_102","parcel_103","parcel_104","parcel_105","parcel_106","parcel_107","parcel_108","parcel_109","parcel_110","parcel_111","parcel_112","parcel_113","parcel_114","parcel_115","parcel_116","parcel_117","parcel_118","parcel_119","parcel_120","parcel_121","parcel_122","parcel_123","parcel_124","parcel_125","parcel_126","parcel_127","parcel_128","parcel_129","parcel_130","parcel_131","parcel_132","parcel_133","parcel_134","parcel_135","parcel_136","parcel_137","parcel_138","parcel_139","parcel_140","parcel_141","parcel_142","parcel_143","parcel_144","parcel_145","parcel_146","parcel_147","parcel_148","parcel_149","parcel_150","parcel_151","parcel_152","parcel_153","parcel_154","parcel_155","parcel_156","parcel_157","parcel_158","parcel_159","parcel_160","parcel_161","parcel_162","parcel_163","parcel_164","parcel_165","parcel_166","parcel_167","parcel_168","parcel_169","parcel_170","parcel_171","parcel_172","parcel_173","parcel_174","parcel_175","parcel_176","parcel_177","parcel_178","parcel_179","parcel_180"
"12013","12013",1.4255,1.138,1.3343,1.418,1.4321,1.4526,1.3898,1.3338,1.392,1.1968,1.1406,1.2939,1.1688,1.1156,1.3728,1.2685,1.3532,1.3165,1.1847,1.3009,1.4133,1.332,1.2789,0.83776,1.2439,1.2017,1.2887,1.2971,1.3241,1.377,1.3116,0.95459,1.1657,1.2862,1.3211,1.2623,1.3438,1.1078,1.3797,1.169,1.1312,1.4132,1.3047,1.2739,1.3859,1.3279,1.4243,1.3447,1.2917,1.3617,1.3899,1.4062,1.1926,1.2913,1.2949,1.2035,1.1305,0.77522,1.1459,1.2221,0.89593,1.1618,1.2486,1.2204,1.288,1.2099,1.2898,1.2542,1.4101,1.2955,1.2751,1.3287,1.284,1.2464,1.177,1.219,1.3203,1.21,1.183,1.0513,1.1746,1.2941,1.2954,1.2464,1.2731,1.2862,1.3219,1.1832,1.2472,1.2268,1.1758,1.2028,0.89402,1.1361,1.1044,1.1653,1.3161,1.1389,1.1111,1.2855,1.0431,0.87262,0.97664,1.1075,1.1746,1.1635,0.91808,1.1024,1.0823,0.989,1.0293,1.0696,1.1956,0.99629,0.99347,1.3735,1.3236,0.96089,0.95982,1.2406,1.0263,1.1633,0.98097,1.143,1.3258,0.87225,1.152,1.0015,1.2042,1.2548,0.94054,1.0559,1.3437,0.99434,1.2001,1.2657,1.4014,1.4122,1.3406,1.2885,1.2239,1.3691,1.1703,1.3261,1.3436,1.3135,1.3663,1.394,1.2802,1.3251,1.2775,1.3723,1.122,1.311,1.0629,1.4693,1.2524,1.2438,1.3354,1.2982,1.3142,1.1528,1.2227,0.62537,0.85448,0.78827,0.98476,0.83212,0.98486,1.2904,1.3142,0.76393,0.75652,0.90513,1.3828,1.1576,1.2191,0.77377,1.194,1.1623
"12014","12014",1.1902,0.79448,0.98545,1.1317,1.2102,1.1817,1.073,1.0283,1.1185,1.0067,0.8719,1.0579,0.96477,1.0294,1.2459,1.0174,1.1971,0.91936,0.84923,0.9812,1.0805,1.0397,0.96798,0.55792,0.96183,0.94711,1.0681,0.95473,1.2739,1.1902,1.1942,0.79133,1.1465,1.1643,1.0524,1.0256,1.1031,1.0415,0.85854,0.93147,0.88928,1.0479,1.2069,1.0868,1.2329,1.1548,1.0433,1.0854,1.0523,1.2763,0.9107,1.0348,0.88288,1.0238,1.08,1.0848,0.7956,0.53583,0.88758,1.0393,0.65726,1.024,1.0263,1.12,0.97411,0.9643,1.066,1.1846,1.235,1.0665,1.1496,1.2315,1.1667,0.91337,1.0327,0.96654,1.1832,1.0658,0.93162,0.93525,1.0744,1.2073,1.284,1.2274,1.2454,1.2413,1.2113,1.0237,1.0723,0.87989,1.0092,0.95615,0.76393,1.0724,0.97332,1.0876,1.1711,0.85419,0.94857,0.84559,0.72295,0.71059,0.91487,0.63391,0.81277,0.92684,0.66596,1.0006,0.89619,0.87592,0.88526,0.84387,0.91062,0.80679,0.98585,1.0119,0.90513,0.59519,0.858,0.86537,0.90092,0.75058,0.77333,0.74801,0.80451,0.62077,0.85469,0.65717,0.85554,0.9172,0.65862,0.81953,1.0719,0.72675,0.74208,0.78332,1.2313,1.1129,0.89472,1.0468,0.95479,1.2638,1.0876,1.2048,1.237,1.0693,0.97532,1.0776,1.0425,1.1266,1.1873,0.9563,0.60603,0.82766,0.8101,1.0086,1.0276,0.94356,1.0609,0.88272,1.0946,1.072,0.91383,0.67757,0.66795,0.67539,0.94322,0.69034,0.87971,1.0127,1.2924,0.76393,0.61882,0.67936,0.91395,0.80969,0.8044,0.75305,1.0874,0.8813
"12015","12015",1.2492,1.0225,1.3192,1.2892,1.2758,1.2716,1.1274,1.2521,1.3366,1.1976,1.0267,1.1437,1.1727,1.1724,1.2661,1.2272,1.3123,1.1755,1.2729,1.1429,1.287,1.1663,1.2073,1.0517,1.122,1.1722,1.2969,1.1516,1.1912,1.2826,1.2781,1.1826,1.1702,1.2622,1.1836,1.168,1.2851,1.1907,1.1555,1.1534,0.92636,1.2604,1.2359,1.1462,1.2821,1.2636,1.2653,1.2061,1.2276,1.3118,1.3023,1.2502,1.0429,1.1833,1.2404,1.2108,0.79457,0.81464,1.0756,1.1311,0.79584,1.0849,1.1943,1.0148,1.1069,1.2109,1.0836,1.1687,1.2111,1.0977,1.1557,1.1128,1.1846,1.2327,1.0954,1.1056,1.2073,1.2545,1.011,0.99139,1.1695,1.1162,1.1978,1.1113,1.2363,1.178,1.1309,1.0212,1.0905,0.96538,1.0952,1.082,0.74453,0.94532,1.1214,1.0418,1.1755,1.1119,1.1561,1.2271,1.1646,0.87236,0.89131,0.9414,0.96018,1.0502,0.85355,1.1116,1.0475,1.1139,0.97788,1.0854,0.97536,0.88893,0.95613,1.2216,1.1588,0.77956,1.1659,1.124,1.0876,0.90591,1.0239,1.1294,1.143,1.0251,1.0653,0.89027,1.0803,1.1521,0.93063,1.1859,1.1625,0.99655,1.026,1.0877,1.2146,1.1183,1.1966,1.2407,0.99575,1.3506,1.3053,1.3252,1.3801,1.3339,1.155,1.2214,1.3295,1.3293,1.1898,1.1628,1.1082,1.0106,1.1047,1.2146,1.2373,1.2384,1.1537,0.9536,1.1949,1.2773,1.0662,0.84075,0.81643,0.6784,0.99708,0.95274,1.0635,1.1162,1.1895,0.87669,0.75648,0.94027,1.2952,0.97968,1.1361,0.76326,1.1367,1.0235
"12016","12016",1.1256,1.1078,1.1893,1.1721,1.2182,1.2822,1.1243,1.1517,1.1659,1.1595,1.0552,1.1065,1.1609,1.0047,1.1352,1.1797,1.1513,1.1275,1.095,1.2303,1.2352,1.185,1.1798,0.98982,1.1003,1.0084,1.1317,1.1265,1.1757,1.1374,1.1051,1.0062,1.028,1.0559,1.1353,1.0622,1.1432,1.108,1.0997,1.0697,1.0295,1.177,1.1519,1.1159,1.146,1.1158,1.1286,1.1695,1.1329,1.1459,1.1667,1.1783,1.0612,1.1117,1.1165,1.1411,1.0459,0.8566,1.0059,1.0506,0.95128,1.1767,1.1598,1.1491,1.0909,1.157,1.0724,1.1817,1.1805,1.1205,1.1212,1.1406,1.1611,1.1675,1.1658,1.1454,1.1076,1.1857,1.0717,1.019,1.1768,1.1711,1.1778,1.195,1.1394,1.1607,1.1147,1.0403,1.1081,1.1513,1.1249,1.0964,0.73912,1.1003,1.0659,1.1002,1.1141,1.0036,1.0908,1.1027,1.0381,1.0458,1.012,1.0605,1.1287,1.0144,0.90621,1.0826,1.1169,0.77285,1.1092,0.9891,1.138,1.1137,1.1021,1.1727,1.1269,0.83107,0.95703,1.0655,1.169,1.1599,0.99383,1.0815,1.1258,0.80736,1.0531,0.92828,1.1449,1.116,0.88125,1.0653,1.1542,1.0591,1.0822,1.1638,1.1379,1.1635,1.107,1.124,1.1431,1.1908,1.1568,1.2176,1.1243,1.1604,1.1665,1.1275,1.122,1.154,1.0858,1.1581,1.0019,1.0898,1.0107,1.2209,1.126,1.2293,1.2237,1.1668,1.1692,1.0956,1.1176,0.92558,0.7954,0.89456,0.93617,1.066,1.0441,1.0855,1.1747,0.76393,0.88099,1.0622,1.151,1.1078,1.0145,0.79129,1.0857,0.84159
"12017","12017",1.1414,1.1554,1.2197,1.1161,1.1797,1.2351,1.1459,1.2623,1.339,1.2009,1.1462,1.1602,1.1661,1.0447,1.148,1.2351,1.231,1.1745,1.2303,1.1915,1.1977,1.2168,1.1669,0.94499,0.87874,1.0237,1.1587,1.0142,1.0546,1.1156,1.0691,0.87133,1.0643,1.0763,1.0583,1.1775,1.1693,1.1574,1.1932,1.1915,1.1865,1.2302,1.1281,1.1862,1.1265,1.1336,1.2527,1.1529,1.1113,1.1655,1.3281,1.3122,1.2495,1.1474,1.1265,1.1038,0.90394,0.82614,1.1304,1.126,1.0083,1.1177,1.1148,1.1021,0.97902,1.1889,1.1137,1.2086,1.1579,1.029,1.1677,1.0762,1.1683,1.1498,1.1148,1.1437,1.1305,1.0989,1.1192,1.107,1.2023,1.206,1.1864,1.1529,1.1297,1.1616,1.1107,0.76393,1.0398,1.0249,1.142,1.1866,0.82383,1.1007,1.1322,1.1992,1.158,1.1164,1.0672,1.2318,1.1451,1.1215,0.96276,0.88903,1.1192,1.1848,0.93005,1.0992,1.109,1.0255,1.1858,1.0815,1.1158,1.1905,1.208,1.2894,1.2074,0.95975,0.97484,1.253,1.0467,1.0684,1.1003,0.88479,1.2143,0.81125,1.0961,1.0519,1.0359,1.1692,1.0026,1.1146,1.159,1.1372,1.0771,1.1628,1.1668,1.1946,1.1189,1.1744,1.1438,1.2347,1.1609,1.1748,1.1524,1.2007,1.2575,1.1979,1.0805,1.096,1.1398,1.1504,1.0206,1.0873,1.1533,1.2399,1.1963,1.1611,1.1506,1.1103,1.1261,1.0712,1.1007,0.64606,0.78881,0.80547,1.1127,1.1363,1.1877,1.0834,1.2028,0.76393,0.90396,1.0032,1.0252,1.1818,1.1582,0.90718,1.0983,0.93587
"12018","12018",1.2703,1.3061,1.3057,1.2591,1.2694,1.3766,1.3049,1.2648,1.2709,1.0779,1.0786,1.0943,1.169,1.0549,1.0801,1.2567,1.2646,1.2024,1.2857,1.2732,1.2911,1.3436,1.3251,0.81287,1.1005,0.95327,1.2409,1.2305,1.2238,1.2943,1.2496,1.0194,1.2453,1.1705,1.0675,1.2625,1.2355,1.0545,1.0751,1.0894,1.0452,1.2425,1.1718,1.0108,1.2813,1.1739,1.2414,1.299,1.2416,1.2822,1.1825,1.3288,1.1602,1.1018,1.0663,1.1922,0.989,0.71508,0.88149,1.0382,0.85578,0.94298,1.1226,1.096,1.1527,1.12,1.0215,1.1949,1.1716,1.0152,1.2632,1.1591,1.1597,1.1541,1.1448,0.97388,1.2362,1.2485,1.0971,1.0862,1.099,1.1861,1.2278,1.2145,1.1335,1.2879,1.088,0.86657,1.0222,0.76393,0.92046,1.026,0.87093,1.0636,1.133,1.1655,0.9892,0.84975,1.1341,1.1488,1.0875,0.99179,0.84011,0.88104,1.1027,1.0062,0.80484,0.87532,0.9041,0.81599,1.0754,0.90265,0.97604,0.87254,1.0447,1.2639,1.1895,0.74332,0.96719,1.1106,1.1335,0.76277,1.1024,1.0668,1.2748,0.80565,1.1466,1.0072,1.2227,1.2015,0.73531,1.2447,1.1216,0.88048,1.0144,1.0261,1.2009,1.3555,1.2201,1.3076,1.3132,1.0963,1.2113,1.2357,1.2396,1.3548,1.185,1.2175,1.1429,1.2579,1.2174,1.1393,1.0727,1.0914,1.0487,1.3512,1.3147,1.2857,1.2801,1.1552,1.2054,1.1132,1.1792,0.73226,0.83921,0.71936,0.91488,0.97782,0.97264,1.0892,1.16,0.76393,0.86042,0.93735,1.1874,1.2128,1.0393,0.71948,1.0322,0.78252
"12022","12022",1.1804,1.0799,1.238,1.1612,1.1537,1.1442,1.0554,1.2487,1.2282,1.1468,1.1477,1.1114,1.1115,1.0526,1.3546,1.1154,1.1822,1.1673,1.0173,1.0975,1.0879,1.22,1.1768,1.0338,1.1885,1.111,1.2263,1.0634,1.2603,1.3419,1.2089,1.0479,1.2076,1.2814,1.1067,1.174,1.1328,1.1362,1.2632,1.1914,1.0576,1.2202,1.2117,1.1012,1.3394,1.2859,1.254,1.271,1.2931,1.282,1.2537,1.1688,1.0939,1.2018,1.2331,1.1528,1.0971,0.90649,0.99895,1.1236,1.0538,1.1618,1.0955,1.1839,1.0839,1.1819,1.1476,1.2697,1.2047,1.1668,1.1754,1.1458,1.1706,1.1872,1.158,1.169,1.1083,1.2076,1.1026,1.0145,1.2026,1.2619,1.2606,1.2637,1.2644,1.2448,1.1318,0.8261,1.0473,0.76393,1.1921,1.2624,0.99554,1.0826,1.2216,1.2059,1.1986,1.0568,1.1705,1.1536,1.0811,1.0298,1.0162,0.99748,1.0679,1.072,0.99826,1.1203,1.1679,0.8669,1.1076,0.97836,1.1468,1.04,0.94687,1.1654,1.1162,0.88329,0.96985,1.0045,1.0704,0.76393,1.1186,1.0629,1.1642,0.88126,1.0046,0.9459,1.1105,1.2317,0.8768,1.1096,1.3184,1.1238,0.88669,1.1729,1.3117,1.2323,1.1636,1.2774,1.1058,1.2191,1.1713,1.2893,1.2769,1.1157,1.257,1.2779,1.2384,1.2594,1.2088,1.258,0.93072,1.0376,0.9556,1.1711,1.1625,1.144,1.1489,0.96905,1.1954,1.1626,1.028,0.79604,0.93112,0.83693,0.99593,1.0434,1.0464,1.1621,1.2485,0.76393,0.89931,0.96104,1.1967,1.0848,1.2337,0.8937,1.0967,1.0548
"12023","12023",1.0545,1.0393,1.0524,1.1476,1.1308,1.1929,1.112,1.2172,1.1973,1.0452,1.0568,1.0188,0.99424,1.0493,1.162,1.0234,1.0991,1.2446,0.9736,1.1579,1.1186,1.127,1.1438,0.60922,1.0006,1.1347,1.1763,0.97082,1.2598,1.1787,1.1698,1.0164,1.107,1.0438,1.0974,1.147,1.1647,1.031,1.2053,1.0971,1.0357,1.2338,1.0212,1.1362,1.2315,1.255,1.2499,1.1063,1.207,1.2204,1.2966,1.278,1.1567,0.96377,1.1038,1.042,1.059,0.8452,0.9526,1.0263,0.83692,0.87903,1.0877,1.2007,0.99923,1.0067,1.0995,1.1119,1.0134,1.158,1.1732,1.0622,1.073,1.014,1.0055,1.1526,1.1344,1.0884,0.95542,0.8703,1.1064,1.1435,1.0755,1.1169,1.109,1.1104,1.1206,0.97345,1.0974,1.0705,1.0186,0.98265,0.7873,1.0617,1.0087,1.1534,1.2765,1.1931,0.86349,0.98517,0.78046,0.85353,0.82548,0.96743,0.96862,0.94912,0.74111,0.95435,0.88767,0.86347,1.0377,0.93419,0.84858,1.0257,0.81142,1.1996,1.1364,0.8465,0.98923,0.99082,0.97663,0.9838,0.83695,0.77316,1.0873,0.79483,0.94901,0.75799,1.0692,1.1954,0.91451,1.2177,1.2011,1.0498,0.97576,1.079,1.1408,1.2222,1.0374,1.2704,1.013,1.1963,1.1623,1.1574,1.0831,1.1302,1.1626,1.1674,1.0717,1.2018,1.1112,1.1088,0.89284,1.0222,0.9843,1.1546,1.08,1.1315,1.0606,0.78021,1.1998,0.9854,1.0767,0.67198,0.80123,0.54627,0.83981,0.647,0.77416,1.1031,1.1576,0.76393,0.62581,0.72325,0.964,1.1036,1.0771,0.8288,0.96225,0.95771
"12025","12025",1.2172,0.86946,0.98483,1.2071,1.142,1.094,1.2001,1.2112,1.2247,1.1303,1.0647,1.0962,0.99018,1.1002,1.2272,0.98336,1.2061,1.2074,0.83743,0.92724,1.0052,1.1547,1.0099,1.0407,1.1263,1.0565,1.2921,1.0143,1.2548,1.3332,1.2125,1.0468,1.2135,1.0498,1.0952,1.0691,1.0558,1.0603,1.0583,1.1077,1.1064,1.1777,1.1795,0.98955,1.3172,1.1052,1.1977,1.1561,1.1623,1.1713,1.2,1.249,1.0411,1.0855,1.2289,1.08,1.0494,1.0811,1.0425,1.0641,1.1156,1.0344,1.0881,1.1181,1.0595,0.98668,1.1104,1.1613,1.2886,1.0203,1.1457,1.1631,1.205,1.0957,1.1224,1.0671,1.2479,1.1389,0.9769,0.99429,1.0201,1.0536,1.1843,1.1608,1.1678,1.1792,1.1817,1.0638,1.1149,0.76393,1.1131,1.047,0.82199,1.0627,0.97646,1.0892,1.068,1.0365,1.1653,1.1812,0.98978,0.94431,0.99185,1.0182,1.0847,1.1132,1.1426,1.0793,1.1464,0.94022,1.0063,0.99864,1.1241,0.86595,0.86404,1.2613,1.0336,0.81671,1.0477,0.97213,1.0342,1.0015,1.0054,1.1422,1.1914,0.99801,1.0135,1.0354,1.0739,1.1792,1.0359,1.1565,1.2295,1.024,0.86683,1.0139,1.2204,1.213,1.0749,1.2205,1.1412,1.1261,1.1916,1.1421,1.2644,1.0847,1.1334,1.1328,1.1177,1.2156,1.191,1.1617,0.96334,1.0134,1.0096,1.0663,1.1638,0.93792,1.0766,0.91009,1.1485,1.1438,1.0886,0.80137,0.87077,0.88646,1.1436,0.95325,0.89859,1.0276,1.2466,0.76393,1.1601,1.0786,1.1833,1.0724,1.1681,1.0119,1.0977,1.0869
"12027","12027",1.1466,1.0278,1.1832,1.1039,1.1008,1.1408,1.0518,1.2121,1.2457,1.1262,1.1719,1.109,1.1366,0.93615,1.1058,1.1589,1.1265,1.1507,0.95617,1.1499,1.1399,1.1722,1.1476,0.83513,1.1265,1.1254,1.1019,1.1361,1.0877,1.1359,1.0902,0.93705,1.0455,1.0196,1.0612,1.0438,1.1693,1.1328,1.1057,1.1162,1.0774,1.1804,1.1552,0.99348,1.1438,1.1429,1.1888,1.1636,1.1164,1.1394,1.1365,1.2409,1.1255,1.1031,1.2287,1.1716,1.0129,0.79401,0.87248,1.0558,0.99744,1.0645,1.119,1.0861,1.0003,1.0625,1.094,1.0779,1.1235,1.1387,1.0612,1.0505,1.1416,1.1717,1.1944,1.0934,0.9983,1.1801,1.0946,1.1444,1.1599,1.1485,1.1895,1.0597,1.0137,1.036,1.0552,1.031,1.014,1.0701,0.83877,1.0243,0.76393,1.0074,1.0393,1.0962,1.1325,0.96407,1.1213,1.1417,1.0857,1.0082,0.99415,0.97553,1.044,1.0577,0.84642,1.1572,1.098,0.8585,1.0611,1.0916,1.0426,1.1114,0.98821,1.2297,1.1374,0.74788,0.92376,1.0492,0.96476,0.90999,0.83895,1.0755,1.1498,0.80315,1.084,0.96465,1.0317,1.1295,0.91319,1.0878,1.1409,1.0155,0.92838,1.0794,1.114,1.2019,1.1,1.0753,1.1032,1.1099,1.1029,1.1497,1.1418,1.0934,1.0926,1.1858,1.0983,1.1619,1.1524,1.1337,0.9602,1.1115,1.023,1.1599,1.1104,1.122,1.0798,1.1273,1.1185,1.0498,1.0902,0.84661,0.83279,0.80798,1.0958,1.1102,1.0837,1.0245,1.1031,0.76393,0.85531,0.997,1.163,1.1558,1.0635,1.0392,0.99828,0.90561
"12028","12028",1.1085,0.88633,1.1574,1.0687,1.1278,1.1023,1.1054,1.1204,1.1928,0.99974,1.1034,0.96819,1.1006,0.88277,1.0812,1.1339,1.121,1.1238,1.0002,1.0876,1.0644,1.1121,0.99439,0.64946,1.0921,0.91861,1.1198,0.97886,1.1797,1.1882,1.1023,0.91022,0.99243,1.0438,0.99498,1.0863,1.0609,1.032,0.88072,1.1676,1.0144,1.1015,1.1432,0.99909,1.2181,1.0912,1.1666,1.098,0.85216,1.1419,0.96521,1.212,1.1094,0.85168,1.0776,1.1794,1.0005,0.62633,0.75899,1.003,1.0299,0.8887,1.1618,1.1731,1.0625,0.97186,1.0874,1.2289,1.0889,1.1843,1.164,1.0781,1.0805,1.094,1.0907,0.98052,1.0592,1.1214,0.97132,1.0396,0.97025,1.002,1.0781,1.0591,1.0149,0.99819,1.0554,0.90651,1.0589,1.0742,0.93694,1.0162,0.89242,0.80938,0.99293,1.063,1.0811,1.0943,1.0073,1.031,0.80646,0.68782,0.90317,0.79501,0.90889,0.91235,0.85295,0.95495,0.91387,0.81317,1.0015,0.83964,0.90387,0.94232,0.82157,1.1555,1.0968,0.90156,0.83217,1.056,1.011,1.081,0.97054,0.92305,1.0757,0.72752,0.93553,0.85305,0.97749,1.0733,0.9637,1.0533,1.1315,1.1146,1.0255,1.0932,1.0729,1.1536,0.95615,1.021,1.0846,1.1719,1.0774,1.1034,1.1705,1.0828,1.0845,1.2137,1.0919,1.2148,1.1622,1.0826,0.72038,0.92621,1.0831,1.0451,1.0382,1.0592,1.0463,0.89115,1.1187,0.96652,1.011,0.77301,0.92211,0.69253,0.77198,0.79278,0.99724,1.0786,1.1474,0.76393,0.73477,0.93714,1.0468,1.0612,1.0004,0.70231,1.0408,0.8539
"12029","12029",1.2169,1.3025,1.3253,1.2047,1.3199,1.3414,1.1983,1.329,1.3344,1.1501,1.1709,1.0523,1.3925,0.99625,1.1856,1.2647,1.3195,1.2899,1.203,1.1662,1.2297,1.2599,1.3431,0.8049,0.89748,1.1868,1.3418,0.93818,1.0788,1.2891,1.091,0.88536,1.1513,1.1794,1.2668,1.3892,1.2369,1.039,1.1841,1.1703,1.0229,1.224,1.2484,1.2118,1.3189,1.1882,1.2272,1.3457,1.2015,1.3015,1.3033,1.3735,1.3299,1.2301,1.3446,1.2417,1.0435,0.82585,1.0337,1.1517,0.89215,1.0193,0.92199,1.1277,0.95611,1.1245,1.1096,1.2759,1.255,1.1431,1.2813,1.3099,1.1542,1.0726,1.0348,1.2606,1.2782,1.0537,1.0752,1.0013,1.161,1.1581,1.2705,1.2452,1.2521,1.2127,1.2766,1.1251,1.1568,1.1769,1.1797,1.1749,0.96782,1.0836,1.1393,1.2005,1.1334,1.146,1.001,1.1899,1.0726,1.1889,0.72721,1.0929,0.90395,0.88315,0.71475,1.0647,0.85315,0.66685,1.0173,0.71465,0.91966,1.0299,0.93089,1.2709,1.2293,0.96664,0.831,1.1544,0.9551,1.1361,0.96867,1.048,1.1623,0.58164,1.2278,0.80271,1.1093,1.2758,0.89203,1.3178,1.2382,1.2104,1.1823,1.2366,1.3056,1.3563,1.2283,1.2772,1.2049,1.1521,1.1641,1.2196,1.2656,1.2349,1.2766,1.1183,1.1562,1.2827,1.1462,1.1793,0.73077,1.0803,1.116,1.2951,1.3666,1.206,1.1943,1.2335,1.2725,1.2158,1.0651,0.87221,0.76393,0.93717,0.81003,1.1162,1.0328,1.2544,1.2979,0.93892,0.68562,0.84708,1.1253,1.0737,1.3121,0.57553,1.0535,1.0449
"12030","12030",1.3778,1.3814,1.3011,1.3647,1.3631,1.4288,1.2572,1.3121,1.3586,1.1411,1.1712,1.1574,1.2173,1.0018,1.1401,1.2774,1.2775,1.3805,1.2422,1.3165,1.4044,1.3931,1.2984,0.9508,1.02,1.1402,1.2168,1.1774,1.2588,1.2602,1.1534,0.82098,1.1291,1.2122,1.1031,1.2717,1.2637,1.1588,1.387,1.1303,1.1292,1.3386,1.133,1.2519,1.2782,1.3287,1.347,1.337,1.2926,1.3249,1.4134,1.3593,1.2706,1.3216,1.1986,1.3025,0.93451,0.82259,1.0856,1.1227,1.0062,1.1102,1.1708,1.1449,1.0749,1.1646,0.98645,1.1635,1.2368,1.2724,1.2088,1.2271,1.1212,1.2037,1.1164,1.1798,1.2492,1.2313,1.001,1.0251,1.1788,1.1866,1.2404,1.2593,1.1894,1.2223,1.2629,1.1836,1.1277,1.053,1.0809,0.9679,0.88792,1.0516,1.2154,1.2171,1.1899,0.97696,1.2113,1.3372,1.1847,1.2389,0.87443,1.1873,1.1856,1.1349,0.78496,1.0762,1.0493,0.7952,1.0767,0.76581,1.0581,1.0539,1.1312,1.31,1.2379,0.9999,1.2238,1.2647,1.3664,1.0728,1.0188,1.0926,1.1949,0.89793,1.2178,0.87456,1.2231,1.2277,0.92484,1.2399,1.2587,1.1205,1.2357,1.0862,1.2821,1.3489,1.1667,1.2085,1.1318,1.2109,1.2137,1.1924,1.1978,1.3737,1.2667,1.2086,1.1609,1.1969,1.0866,1.0357,1.0229,1.079,1.1457,1.44,1.4,1.3737,1.1395,1.2557,1.2587,1.1217,1.205,0.62605,0.75924,0.58523,1.0435,1.2099,1.0239,1.0852,1.2537,1.0679,0.72472,0.96299,1.152,1.163,1.1719,0.66219,1.1785,0.77936
"12031","12031",1.1762,1.136,1.2913,1.2592,1.2876,1.3876,1.3448,1.3116,1.3029,1.2437,1.2108,1.2165,1.2135,1.0977,1.3219,1.3349,1.2983,1.3457,1.2635,1.1093,1.3147,1.2998,1.2199,0.9447,1.1249,1.1167,1.2873,1.0765,1.3061,1.3391,1.3053,0.89116,1.2598,1.2331,1.146,1.0634,1.2051,1.1059,1.2675,1.1098,1.0999,1.2593,1.123,1.1695,1.386,1.2823,1.2589,1.3749,1.2584,1.3444,1.2694,1.3352,1.1162,1.2796,1.0559,1.2612,1.0331,0.73771,0.90113,1.0819,0.99969,1.1746,1.2225,1.1973,0.98698,1.157,1.2456,1.2817,1.3326,1.2667,1.1722,1.2058,1.3004,1.1053,1.1597,1.1265,1.1612,1.1765,1.0781,1.1049,1.1412,1.1777,1.3171,1.3559,1.2732,1.3238,1.2737,0.90695,1.1275,0.76393,1.1208,1.2128,0.91853,1.1016,1.1203,1.2197,1.3148,1.0038,1.1119,1.1592,1.0145,0.94594,0.92541,1.0868,1.0684,0.92597,0.87056,1.0608,1.041,0.9075,1.0912,0.95895,1.0917,0.94115,0.99197,1.2574,1.2534,0.77557,0.9952,1.0935,0.99382,0.86977,1.0376,0.94054,1.1524,0.97307,1.1705,0.89981,1.0466,1.2447,0.9193,1.1376,1.2634,1.1377,0.98356,1.2505,1.2924,1.4252,1.1364,1.1754,1.1238,1.2287,1.2292,1.2283,1.2321,1.26,1.1919,1.2611,1.2557,1.1667,1.1731,1.2079,0.98624,1.1766,1.1557,1.3075,1.3554,1.1823,1.2134,1.1041,1.167,1.184,1.1542,0.93557,0.87402,0.93579,0.98534,1.0473,1.0267,1.1497,1.1854,0.76393,0.81537,0.97964,1.1082,1.0904,1.148,0.90679,1.2359,1.0096
